"region";"age";"industry (SIC2007)";"working hours";"Employees by place of residence 2019";"Employees by place of work 2019"
"K-3823 Fyresdal";"20-66 years";"00-99 All industries";"Part-time";226;211
"K-3823 Fyresdal";"20-66 years";"00-99 All industries";"Full-time";306;215
"K-3823 Fyresdal";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3823 Fyresdal";"20-66 years";"05-09 Mining and quarrying";"Full-time";13;3
"K-3823 Fyresdal";"20-66 years";"41-43 Construction";"Part-time";15;18
"K-3823 Fyresdal";"20-66 years";"41-43 Construction";"Full-time";59;32
"K-3824 Tokke";"15-74 years";"00-99 All industries";"Part-time";344;279
"K-3824 Tokke";"15-74 years";"00-99 All industries";"Full-time";671;546
"K-3824 Tokke";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3824 Tokke";"15-74 years";"05-09 Mining and quarrying";"Full-time";25;0
"K-3824 Tokke";"15-74 years";"41-43 Construction";"Part-time";16;6
"K-3824 Tokke";"15-74 years";"41-43 Construction";"Full-time";128;42
"K-3824 Tokke";"20-66 years";"00-99 All industries";"Part-time";290;234
"K-3824 Tokke";"20-66 years";"00-99 All industries";"Full-time";633;522
"K-3824 Tokke";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3824 Tokke";"20-66 years";"05-09 Mining and quarrying";"Full-time";25;0
"K-3824 Tokke";"20-66 years";"41-43 Construction";"Part-time";12;4
"K-3824 Tokke";"20-66 years";"41-43 Construction";"Full-time";119;38
"K-3825 Vinje";"15-74 years";"00-99 All industries";"Part-time";626;629
"K-3825 Vinje";"15-74 years";"00-99 All industries";"Full-time";1128;977
"K-3825 Vinje";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-3825 Vinje";"15-74 years";"05-09 Mining and quarrying";"Full-time";53;0
"K-3825 Vinje";"15-74 years";"41-43 Construction";"Part-time";33;36
"K-3825 Vinje";"15-74 years";"41-43 Construction";"Full-time";262;187
"K-3825 Vinje";"20-66 years";"00-99 All industries";"Part-time";535;530
"K-3825 Vinje";"20-66 years";"00-99 All industries";"Full-time";1059;927
"K-3825 Vinje";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-3825 Vinje";"20-66 years";"05-09 Mining and quarrying";"Full-time";53;0
"K-3825 Vinje";"20-66 years";"41-43 Construction";"Part-time";28;29
"K-3825 Vinje";"20-66 years";"41-43 Construction";"Full-time";236;169
"K-4201 Ris?r";"15-74 years";"00-99 All industries";"Part-time";1020;837
"K-4201 Ris?r";"15-74 years";"00-99 All industries";"Full-time";1756;1527
"K-4201 Ris?r";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-4201 Ris?r";"15-74 years";"05-09 Mining and quarrying";"Full-time";62;5
"K-4201 Ris?r";"15-74 years";"41-43 Construction";"Part-time";40;41
"K-4201 Ris?r";"15-74 years";"41-43 Construction";"Full-time";243;244
"K-4201 Ris?r";"20-66 years";"00-99 All industries";"Part-time";899;733
"K-4201 Ris?r";"20-66 years";"00-99 All industries";"Full-time";1671;1450
"K-4201 Ris?r";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-4201 Ris?r";"20-66 years";"05-09 Mining and quarrying";"Full-time";62;5
"K-4201 Ris?r";"20-66 years";"41-43 Construction";"Part-time";35;38
"K-4201 Ris?r";"20-66 years";"41-43 Construction";"Full-time";224;231
"K-4202 Grimstad";"15-74 years";"00-99 All industries";"Part-time";3504;2928
"K-4202 Grimstad";"15-74 years";"00-99 All industries";"Full-time";7109;5790
"K-4202 Grimstad";"15-74 years";"05-09 Mining and quarrying";"Part-time";7;0
"K-4202 Grimstad";"15-74 years";"05-09 Mining and quarrying";"Full-time";197;15
"K-4202 Grimstad";"15-74 years";"41-43 Construction";"Part-time";99;93
"K-4202 Grimstad";"15-74 years";"41-43 Construction";"Full-time";837;681
"K-4202 Grimstad";"20-66 years";"00-99 All industries";"Part-time";3031;2494
"K-4202 Grimstad";"20-66 years";"00-99 All industries";"Full-time";6780;5462
"K-4202 Grimstad";"20-66 years";"05-09 Mining and quarrying";"Part-time";4;0
"K-4202 Grimstad";"20-66 years";"05-09 Mining and quarrying";"Full-time";191;13
"K-4202 Grimstad";"20-66 years";"41-43 Construction";"Part-time";86;77
"K-4202 Grimstad";"20-66 years";"41-43 Construction";"Full-time";781;623
"K-4203 Arendal";"15-74 years";"00-99 All industries";"Part-time";6269;6574
"K-4203 Arendal";"15-74 years";"00-99 All industries";"Full-time";13227;13435
"K-4203 Arendal";"15-74 years";"05-09 Mining and quarrying";"Part-time";19;14
"K-4203 Arendal";"15-74 years";"05-09 Mining and quarrying";"Full-time";443;204
"K-4203 Arendal";"15-74 years";"41-43 Construction";"Part-time";221;210
"K-4203 Arendal";"15-74 years";"41-43 Construction";"Full-time";1481;1298
"K-4203 Arendal";"20-66 years";"00-99 All industries";"Part-time";5453;5717
"K-4203 Arendal";"20-66 years";"00-99 All industries";"Full-time";12709;12895
"K-4203 Arendal";"20-66 years";"05-09 Mining and quarrying";"Part-time";15;8
"K-4203 Arendal";"20-66 years";"05-09 Mining and quarrying";"Full-time";438;202
"K-4203 Arendal";"20-66 years";"41-43 Construction";"Part-time";185;179
"K-4203 Arendal";"20-66 years";"41-43 Construction";"Full-time";1393;1215
"K-4204 Kristiansand";"15-74 years";"00-99 All industries";"Part-time";16595;17567
"K-4204 Kristiansand";"15-74 years";"00-99 All industries";"Full-time";35042;38909
"K-4204 Kristiansand";"15-74 years";"05-09 Mining and quarrying";"Part-time";22;11
"K-4204 Kristiansand";"15-74 years";"05-09 Mining and quarrying";"Full-time";438;142
"K-4204 Kristiansand";"15-74 years";"41-43 Construction";"Part-time";424;530
"K-4204 Kristiansand";"15-74 years";"41-43 Construction";"Full-time";3606;4856
"K-4204 Kristiansand";"20-66 years";"00-99 All industries";"Part-time";14469;15303
"K-4204 Kristiansand";"20-66 years";"00-99 All industries";"Full-time";33870;37563
"K-4204 Kristiansand";"20-66 years";"05-09 Mining and quarrying";"Part-time";21;10
"K-4204 Kristiansand";"20-66 years";"05-09 Mining and quarrying";"Full-time";433;140
"K-4204 Kristiansand";"20-66 years";"41-43 Construction";"Part-time";343;432
"K-4204 Kristiansand";"20-66 years";"41-43 Construction";"Full-time";3382;4550
"K-4205 Lindesnes";"15-74 years";"00-99 All industries";"Part-time";3621;3209
"K-4205 Lindesnes";"15-74 years";"00-99 All industries";"Full-time";6393;5312
"K-4205 Lindesnes";"15-74 years";"05-09 Mining and quarrying";"Part-time";7;0
"K-4205 Lindesnes";"15-74 years";"05-09 Mining and quarrying";"Full-time";227;40
"K-4205 Lindesnes";"15-74 years";"41-43 Construction";"Part-time";156;135
"K-4205 Lindesnes";"15-74 years";"41-43 Construction";"Full-time";1067;821
"K-4205 Lindesnes";"20-66 years";"00-99 All industries";"Part-time";3049;2678
"K-4205 Lindesnes";"20-66 years";"00-99 All industries";"Full-time";6110;5050
"K-4205 Lindesnes";"20-66 years";"05-09 Mining and quarrying";"Part-time";6;3
"K-4205 Lindesnes";"20-66 years";"05-09 Mining and quarrying";"Full-time";225;38
"K-4205 Lindesnes";"20-66 years";"41-43 Construction";"Part-time";122;102
"K-4205 Lindesnes";"20-66 years";"41-43 Construction";"Full-time";1011;772
"K-4206 Farsund";"15-74 years";"00-99 All industries";"Part-time";1520;1292
"K-4206 Farsund";"15-74 years";"00-99 All industries";"Full-time";2954;2453
"K-4206 Farsund";"15-74 years";"05-09 Mining and quarrying";"Part-time";11;0
"K-4206 Farsund";"15-74 years";"05-09 Mining and quarrying";"Full-time";205;0
"K-4206 Farsund";"15-74 years";"41-43 Construction";"Part-time";67;52
"K-4206 Farsund";"15-74 years";"41-43 Construction";"Full-time";408;383
"K-4206 Farsund";"20-66 years";"00-99 All industries";"Part-time";1273;1077
"K-4206 Farsund";"20-66 years";"00-99 All industries";"Full-time";2765;2294
"K-4206 Farsund";"20-66 years";"05-09 Mining and quarrying";"Part-time";8;0
"K-4206 Farsund";"20-66 years";"05-09 Mining and quarrying";"Full-time";203;0
"K-4206 Farsund";"20-66 years";"41-43 Construction";"Part-time";50;36
"K-4206 Farsund";"20-66 years";"41-43 Construction";"Full-time";378;354
"K-4207 Flekkefjord";"15-74 years";"00-99 All industries";"Part-time";1471;1519
"K-4207 Flekkefjord";"15-74 years";"00-99 All industries";"Full-time";2601;2273
"K-4207 Flekkefjord";"15-74 years";"05-09 Mining and quarrying";"Part-time";10;0
"K-4207 Flekkefjord";"15-74 years";"05-09 Mining and quarrying";"Full-time";171;0
"K-4207 Flekkefjord";"15-74 years";"41-43 Construction";"Part-time";57;62
"K-4207 Flekkefjord";"15-74 years";"41-43 Construction";"Full-time";328;280
"K-4207 Flekkefjord";"20-66 years";"00-99 All industries";"Part-time";1262;1336
"K-4207 Flekkefjord";"20-66 years";"00-99 All industries";"Full-time";2483;2162
"K-4207 Flekkefjord";"20-66 years";"05-09 Mining and quarrying";"Part-time";9;0
"K-4207 Flekkefjord";"20-66 years";"05-09 Mining and quarrying";"Full-time";170;0
"K-4207 Flekkefjord";"20-66 years";"41-43 Construction";"Part-time";45;52
"K-4207 Flekkefjord";"20-66 years";"41-43 Construction";"Full-time";313;266
"K-4211 Gjerstad";"15-74 years";"00-99 All industries";"Part-time";375;353
"K-4211 Gjerstad";"15-74 years";"00-99 All industries";"Full-time";662;454
"K-4211 Gjerstad";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4211 Gjerstad";"15-74 years";"05-09 Mining and quarrying";"Full-time";25;0
"K-4211 Gjerstad";"15-74 years";"41-43 Construction";"Part-time";12;6
"K-4211 Gjerstad";"15-74 years";"41-43 Construction";"Full-time";125;57
"K-4211 Gjerstad";"20-66 years";"00-99 All industries";"Part-time";318;287
"K-4211 Gjerstad";"20-66 years";"00-99 All industries";"Full-time";626;438
"K-4211 Gjerstad";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4211 Gjerstad";"20-66 years";"05-09 Mining and quarrying";"Full-time";25;0
"K-4211 Gjerstad";"20-66 years";"41-43 Construction";"Part-time";9;4
"K-4211 Gjerstad";"20-66 years";"41-43 Construction";"Full-time";115;55
"K-4212 Veg?rshei";"15-74 years";"00-99 All industries";"Part-time";342;247
"K-4212 Veg?rshei";"15-74 years";"00-99 All industries";"Full-time";609;265
"K-4212 Veg?rshei";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-4212 Veg?rshei";"15-74 years";"05-09 Mining and quarrying";"Full-time";22;0
"K-4212 Veg?rshei";"15-74 years";"41-43 Construction";"Part-time";14;8
"K-4212 Veg?rshei";"15-74 years";"41-43 Construction";"Full-time";128;65
"K-4212 Veg?rshei";"20-66 years";"00-99 All industries";"Part-time";304;213
"K-4212 Veg?rshei";"20-66 years";"00-99 All industries";"Full-time";580;248
"K-4212 Veg?rshei";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-4212 Veg?rshei";"20-66 years";"05-09 Mining and quarrying";"Full-time";20;0
"K-4212 Veg?rshei";"20-66 years";"41-43 Construction";"Part-time";12;7
"K-4212 Veg?rshei";"20-66 years";"41-43 Construction";"Full-time";120;60
"K-4213 Tvedestrand";"15-74 years";"00-99 All industries";"Part-time";908;887
"K-4213 Tvedestrand";"15-74 years";"00-99 All industries";"Full-time";1553;1183
"K-4213 Tvedestrand";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-4213 Tvedestrand";"15-74 years";"05-09 Mining and quarrying";"Full-time";94;11
"K-4213 Tvedestrand";"15-74 years";"41-43 Construction";"Part-time";36;29
"K-4213 Tvedestrand";"15-74 years";"41-43 Construction";"Full-time";228;143
"K-4213 Tvedestrand";"20-66 years";"00-99 All industries";"Part-time";789;782
"K-4213 Tvedestrand";"20-66 years";"00-99 All industries";"Full-time";1486;1126
"K-4213 Tvedestrand";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-4213 Tvedestrand";"20-66 years";"05-09 Mining and quarrying";"Full-time";90;7
"K-4213 Tvedestrand";"20-66 years";"41-43 Construction";"Part-time";31;23
"K-4213 Tvedestrand";"20-66 years";"41-43 Construction";"Full-time";217;134
"K-4214 Froland";"15-74 years";"00-99 All industries";"Part-time";932;599
"K-4214 Froland";"15-74 years";"00-99 All industries";"Full-time";1708;885
"K-4214 Froland";"15-74 years";"05-09 Mining and quarrying";"Part-time";6;6
"K-4214 Froland";"15-74 years";"05-09 Mining and quarrying";"Full-time";47;15
"K-4214 Froland";"15-74 years";"41-43 Construction";"Part-time";42;45
"K-4214 Froland";"15-74 years";"41-43 Construction";"Full-time";316;235
"K-4214 Froland";"20-66 years";"00-99 All industries";"Part-time";812;523
"K-4214 Froland";"20-66 years";"00-99 All industries";"Full-time";1633;851
"K-4214 Froland";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;4
"K-4214 Froland";"20-66 years";"05-09 Mining and quarrying";"Full-time";46;14
"K-4214 Froland";"20-66 years";"41-43 Construction";"Part-time";32;36
"K-4214 Froland";"20-66 years";"41-43 Construction";"Full-time";299;230
"K-4215 Lillesand";"15-74 years";"00-99 All industries";"Part-time";1632;1670
"K-4215 Lillesand";"15-74 years";"00-99 All industries";"Full-time";3368;2744
"K-4215 Lillesand";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-4215 Lillesand";"15-74 years";"05-09 Mining and quarrying";"Full-time";61;17
"K-4215 Lillesand";"15-74 years";"41-43 Construction";"Part-time";53;42
"K-4215 Lillesand";"15-74 years";"41-43 Construction";"Full-time";406;314
"K-4215 Lillesand";"20-66 years";"00-99 All industries";"Part-time";1407;1489
"K-4215 Lillesand";"20-66 years";"00-99 All industries";"Full-time";3232;2637
"K-4215 Lillesand";"20-66 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-4215 Lillesand";"20-66 years";"05-09 Mining and quarrying";"Full-time";61;17
"K-4215 Lillesand";"20-66 years";"41-43 Construction";"Part-time";41;30
"K-4215 Lillesand";"20-66 years";"41-43 Construction";"Full-time";373;289
"K-4216 Birkenes";"15-74 years";"00-99 All industries";"Part-time";837;621
"K-4216 Birkenes";"15-74 years";"00-99 All industries";"Full-time";1506;1035
"K-4216 Birkenes";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4216 Birkenes";"15-74 years";"05-09 Mining and quarrying";"Full-time";22;0
"K-4216 Birkenes";"15-74 years";"41-43 Construction";"Part-time";32;18
"K-4216 Birkenes";"15-74 years";"41-43 Construction";"Full-time";268;94
"K-4216 Birkenes";"20-66 years";"00-99 All industries";"Part-time";745;571
"K-4216 Birkenes";"20-66 years";"00-99 All industries";"Full-time";1436;986
"K-4216 Birkenes";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4216 Birkenes";"20-66 years";"05-09 Mining and quarrying";"Full-time";22;0
"K-4216 Birkenes";"20-66 years";"41-43 Construction";"Part-time";27;16
"K-4216 Birkenes";"20-66 years";"41-43 Construction";"Full-time";251;89
"K-4217 ?mli";"15-74 years";"00-99 All industries";"Part-time";274;278
"K-4217 ?mli";"15-74 years";"00-99 All industries";"Full-time";477;455
"K-4217 ?mli";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4217 ?mli";"15-74 years";"05-09 Mining and quarrying";"Full-time";16;0
"K-4217 ?mli";"15-74 years";"41-43 Construction";"Part-time";14;12
"K-4217 ?mli";"15-74 years";"41-43 Construction";"Full-time";107;112
"K-4217 ?mli";"20-66 years";"00-99 All industries";"Part-time";232;242
"K-4217 ?mli";"20-66 years";"00-99 All industries";"Full-time";453;434
"K-4217 ?mli";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4217 ?mli";"20-66 years";"05-09 Mining and quarrying";"Full-time";16;0
"K-4217 ?mli";"20-66 years";"41-43 Construction";"Part-time";11;8
"K-4217 ?mli";"20-66 years";"41-43 Construction";"Full-time";98;108
"K-4218 Iveland";"15-74 years";"00-99 All industries";"Part-time";213;157
"K-4218 Iveland";"15-74 years";"00-99 All industries";"Full-time";368;222
"K-4218 Iveland";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4218 Iveland";"15-74 years";"05-09 Mining and quarrying";"Full-time";5;0
"K-4218 Iveland";"15-74 years";"41-43 Construction";"Part-time";17;14
"K-4218 Iveland";"15-74 years";"41-43 Construction";"Full-time";83;21
"K-4218 Iveland";"20-66 years";"00-99 All industries";"Part-time";184;142
"K-4218 Iveland";"20-66 years";"00-99 All industries";"Full-time";357;215
"K-4218 Iveland";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4218 Iveland";"20-66 years";"05-09 Mining and quarrying";"Full-time";5;0
"K-4218 Iveland";"20-66 years";"41-43 Construction";"Part-time";15;13
"K-4218 Iveland";"20-66 years";"41-43 Construction";"Full-time";77;20
"K-4219 Evje og Hornnes";"15-74 years";"00-99 All industries";"Part-time";602;658
"K-4219 Evje og Hornnes";"15-74 years";"00-99 All industries";"Full-time";996;935
"K-4219 Evje og Hornnes";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4219 Evje og Hornnes";"15-74 years";"05-09 Mining and quarrying";"Full-time";29;0
"K-4219 Evje og Hornnes";"15-74 years";"41-43 Construction";"Part-time";17;14
"K-4219 Evje og Hornnes";"15-74 years";"41-43 Construction";"Full-time";162;126
"K-4219 Evje og Hornnes";"20-66 years";"00-99 All industries";"Part-time";524;564
"K-4219 Evje og Hornnes";"20-66 years";"00-99 All industries";"Full-time";935;873
"K-4219 Evje og Hornnes";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4219 Evje og Hornnes";"20-66 years";"05-09 Mining and quarrying";"Full-time";27;0
"K-4219 Evje og Hornnes";"20-66 years";"41-43 Construction";"Part-time";14;9
"K-4219 Evje og Hornnes";"20-66 years";"41-43 Construction";"Full-time";151;119
"K-4220 Bygland";"15-74 years";"00-99 All industries";"Part-time";187;202
"K-4220 Bygland";"15-74 years";"00-99 All industries";"Full-time";289;187
"K-4220 Bygland";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4220 Bygland";"15-74 years";"05-09 Mining and quarrying";"Full-time";7;0
"K-4220 Bygland";"15-74 years";"41-43 Construction";"Part-time";13;9
"K-4220 Bygland";"15-74 years";"41-43 Construction";"Full-time";43;17
"K-4220 Bygland";"20-66 years";"00-99 All industries";"Part-time";165;188
"K-4220 Bygland";"20-66 years";"00-99 All industries";"Full-time";267;172
"K-4220 Bygland";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4220 Bygland";"20-66 years";"05-09 Mining and quarrying";"Full-time";7;0
"K-4220 Bygland";"20-66 years";"41-43 Construction";"Part-time";13;9
"K-4220 Bygland";"20-66 years";"41-43 Construction";"Full-time";38;16
"K-4221 Valle";"15-74 years";"00-99 All industries";"Part-time";194;157
"K-4221 Valle";"15-74 years";"00-99 All industries";"Full-time";358;333
"K-4221 Valle";"15-74 years";"05-09 Mining and quarrying";"Part-time";3;0
"K-4221 Valle";"15-74 years";"05-09 Mining and quarrying";"Full-time";10;0
"K-4221 Valle";"15-74 years";"41-43 Construction";"Part-time";20;17
"K-4221 Valle";"15-74 years";"41-43 Construction";"Full-time";99;83
"K-4221 Valle";"20-66 years";"00-99 All industries";"Part-time";165;135
"K-4221 Valle";"20-66 years";"00-99 All industries";"Full-time";337;307
"K-4221 Valle";"20-66 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4221 Valle";"20-66 years";"05-09 Mining and quarrying";"Full-time";10;0
"K-4221 Valle";"20-66 years";"41-43 Construction";"Part-time";16;13
"K-4221 Valle";"20-66 years";"41-43 Construction";"Full-time";95;78
"K-4222 Bykle";"15-74 years";"00-99 All industries";"Part-time";165;164
"K-4222 Bykle";"15-74 years";"00-99 All industries";"Full-time";375;434
"K-4222 Bykle";"15-74 years";"05-09 Mining and quarrying";"Part-time";0;0
"K-4222 Bykle";"15-74 years";"05-09 Mining and quarrying";"Full-time";6;0
"K-4222 Bykle";"15-74 years";"41-43 Construction";"Part-time";18;21
"K-4222 Bykle";"15-74 years";"41-43 Construction";"Full-time";84;113
"K-4222 Bykle";"20-66 years";"00-99 All industries";"Part-time";137;133
"K-4222 Bykle";"20-66 years";"00-99 All industries";"Full-time";362;415
