"region";"sex";"age";"Persons 2020"
"K-4218 Iveland";"Females";"50-66 years";141
"K-4218 Iveland";"Females";"67-79 years";58
"K-4218 Iveland";"Females";"80-89 years";18
"K-4218 Iveland";"Females";"90 years or older";8
"K-4219 Evje og Hornnes";"Males";"0-17 years";452
"K-4219 Evje og Hornnes";"Males";"18-49 years";743
"K-4219 Evje og Hornnes";"Males";"50-66 years";374
"K-4219 Evje og Hornnes";"Males";"67-79 years";237
"K-4219 Evje og Hornnes";"Males";"80-89 years";64
"K-4219 Evje og Hornnes";"Males";"90 years or older";12
"K-4219 Evje og Hornnes";"Females";"0-17 years";368
"K-4219 Evje og Hornnes";"Females";"18-49 years";669
"K-4219 Evje og Hornnes";"Females";"50-66 years";385
"K-4219 Evje og Hornnes";"Females";"67-79 years";232
"K-4219 Evje og Hornnes";"Females";"80-89 years";70
"K-4219 Evje og Hornnes";"Females";"90 years or older";28
"K-4220 Bygland";"Males";"0-17 years";103
"K-4220 Bygland";"Males";"18-49 years";228
"K-4220 Bygland";"Males";"50-66 years";138
"K-4220 Bygland";"Males";"67-79 years";110
"K-4220 Bygland";"Males";"80-89 years";21
"K-4220 Bygland";"Males";"90 years or older";5
"K-4220 Bygland";"Females";"0-17 years";101
"K-4220 Bygland";"Females";"18-49 years";200
"K-4220 Bygland";"Females";"50-66 years";129
"K-4220 Bygland";"Females";"67-79 years";86
"K-4220 Bygland";"Females";"80-89 years";33
"K-4220 Bygland";"Females";"90 years or older";8
"K-4221 Valle";"Males";"0-17 years";102
"K-4221 Valle";"Males";"18-49 years";235
"K-4221 Valle";"Males";"50-66 years";140
"K-4221 Valle";"Males";"67-79 years";86
"K-4221 Valle";"Males";"80-89 years";24
"K-4221 Valle";"Males";"90 years or older";7
"K-4221 Valle";"Females";"0-17 years";103
"K-4221 Valle";"Females";"18-49 years";209
"K-4221 Valle";"Females";"50-66 years";136
"K-4221 Valle";"Females";"67-79 years";87
"K-4221 Valle";"Females";"80-89 years";26
"K-4221 Valle";"Females";"90 years or older";9
"K-4222 Bykle";"Males";"0-17 years";102
"K-4222 Bykle";"Males";"18-49 years";217
"K-4222 Bykle";"Males";"50-66 years";121
"K-4222 Bykle";"Males";"67-79 years";49
"K-4222 Bykle";"Males";"80-89 years";11
"K-4222 Bykle";"Males";"90 years or older";2
"K-4222 Bykle";"Females";"0-17 years";90
"K-4222 Bykle";"Females";"18-49 years";214
"K-4222 Bykle";"Females";"50-66 years";103
"K-4222 Bykle";"Females";"67-79 years";42
"K-4222 Bykle";"Females";"80-89 years";12
"K-4222 Bykle";"Females";"90 years or older";2
"K-4223 Vennesla";"Males";"0-17 years";1710
"K-4223 Vennesla";"Males";"18-49 years";3304
"K-4223 Vennesla";"Males";"50-66 years";1558
"K-4223 Vennesla";"Males";"67-79 years";683
"K-4223 Vennesla";"Males";"80-89 years";188
"K-4223 Vennesla";"Males";"90 years or older";24
"K-4223 Vennesla";"Females";"0-17 years";1687
"K-4223 Vennesla";"Females";"18-49 years";3111
"K-4223 Vennesla";"Females";"50-66 years";1415
"K-4223 Vennesla";"Females";"67-79 years";761
"K-4223 Vennesla";"Females";"80-89 years";261
"K-4223 Vennesla";"Females";"90 years or older";72
"K-4224 ?seral";"Males";"0-17 years";90
"K-4224 ?seral";"Males";"18-49 years";194
"K-4224 ?seral";"Males";"50-66 years";130
"K-4224 ?seral";"Males";"67-79 years";40
"K-4224 ?seral";"Males";"80-89 years";16
"K-4224 ?seral";"Males";"90 years or older";3
"K-4224 ?seral";"Females";"0-17 years";110
"K-4224 ?seral";"Females";"18-49 years";172
"K-4224 ?seral";"Females";"50-66 years";98
"K-4224 ?seral";"Females";"67-79 years";46
"K-4224 ?seral";"Females";"80-89 years";27
"K-4224 ?seral";"Females";"90 years or older";6
"K-4225 Lyngdal";"Males";"0-17 years";1344
"K-4225 Lyngdal";"Males";"18-49 years";2165
"K-4225 Lyngdal";"Males";"50-66 years";1004
"K-4225 Lyngdal";"Males";"67-79 years";559
"K-4225 Lyngdal";"Males";"80-89 years";145
"K-4225 Lyngdal";"Males";"90 years or older";19
"K-4225 Lyngdal";"Females";"0-17 years";1258
"K-4225 Lyngdal";"Females";"18-49 years";2048
"K-4225 Lyngdal";"Females";"50-66 years";997
"K-4225 Lyngdal";"Females";"67-79 years";574
"K-4225 Lyngdal";"Females";"80-89 years";195
"K-4225 Lyngdal";"Females";"90 years or older";57
"K-4226 H?gebostad";"Males";"0-17 years";208
"K-4226 H?gebostad";"Males";"18-49 years";359
"K-4226 H?gebostad";"Males";"50-66 years";173
"K-4226 H?gebostad";"Males";"67-79 years";98
"K-4226 H?gebostad";"Males";"80-89 years";27
"K-4226 H?gebostad";"Males";"90 years or older";4
"K-4226 H?gebostad";"Females";"0-17 years";188
"K-4226 H?gebostad";"Females";"18-49 years";333
"K-4226 H?gebostad";"Females";"50-66 years";149
"K-4226 H?gebostad";"Females";"67-79 years";87
"K-4226 H?gebostad";"Females";"80-89 years";42
"K-4226 H?gebostad";"Females";"90 years or older";12
"K-4227 Kvinesdal";"Males";"0-17 years";651
"K-4227 Kvinesdal";"Males";"18-49 years";1236
"K-4227 Kvinesdal";"Males";"50-66 years";694
"K-4227 Kvinesdal";"Males";"67-79 years";321
"K-4227 Kvinesdal";"Males";"80-89 years";100
"K-4227 Kvinesdal";"Males";"90 years or older";16
"K-4227 Kvinesdal";"Females";"0-17 years";674
"K-4227 Kvinesdal";"Females";"18-49 years";1088
"K-4227 Kvinesdal";"Females";"50-66 years";659
"K-4227 Kvinesdal";"Females";"67-79 years";353
"K-4227 Kvinesdal";"Females";"80-89 years";150
"K-4227 Kvinesdal";"Females";"90 years or older";45
"K-4228 Sirdal";"Males";"0-17 years";210
"K-4228 Sirdal";"Males";"18-49 years";370
"K-4228 Sirdal";"Males";"50-66 years";196
"K-4228 Sirdal";"Males";"67-79 years";120
"K-4228 Sirdal";"Males";"80-89 years";36
"K-4228 Sirdal";"Males";"90 years or older";9
"K-4228 Sirdal";"Females";"0-17 years";203
"K-4228 Sirdal";"Females";"18-49 years";338
"K-4228 Sirdal";"Females";"50-66 years";178
"K-4228 Sirdal";"Females";"67-79 years";104
"K-4228 Sirdal";"Females";"80-89 years";39
"K-4228 Sirdal";"Females";"90 years or older";19
"K-1101 Eigersund";"Males";"0-17 years";1676
"K-1101 Eigersund";"Males";"18-49 years";3163
"K-1101 Eigersund";"Males";"50-66 years";1581
"K-1101 Eigersund";"Males";"67-79 years";879
"K-1101 Eigersund";"Males";"80-89 years";196
"K-1101 Eigersund";"Males";"90 years or older";29
"K-1101 Eigersund";"Females";"0-17 years";1596
"K-1101 Eigersund";"Females";"18-49 years";2873
"K-1101 Eigersund";"Females";"50-66 years";1545
"K-1101 Eigersund";"Females";"67-79 years";856
"K-1101 Eigersund";"Females";"80-89 years";329
"K-1101 Eigersund";"Females";"90 years or older";88
"K-1103 Stavanger";"Males";"0-17 years";15898
"K-1103 Stavanger";"Males";"18-49 years";33486
"K-1103 Stavanger";"Males";"50-66 years";14447
"K-1103 Stavanger";"Males";"67-79 years";6378
"K-1103 Stavanger";"Males";"80-89 years";1551
"K-1103 Stavanger";"Males";"90 years or older";275
"K-1103 Stavanger";"Females";"0-17 years";15500
"K-1103 Stavanger";"Females";"18-49 years";31961
"K-1103 Stavanger";"Females";"50-66 years";14341
"K-1103 Stavanger";"Females";"67-79 years";6672
"K-1103 Stavanger";"Females";"80-89 years";2284
"K-1103 Stavanger";"Females";"90 years or older";781
"K-1106 Haugesund";"Males";"0-17 years";3997
"K-1106 Haugesund";"Males";"18-49 years";8649
"K-1106 Haugesund";"Males";"50-66 years";3969
"K-1106 Haugesund";"Males";"67-79 years";1970
"K-1106 Haugesund";"Males";"80-89 years";444
"K-1106 Haugesund";"Males";"90 years or older";97
"K-1106 Haugesund";"Females";"0-17 years";3672
"K-1106 Haugesund";"Females";"18-49 years";7710
"K-1106 Haugesund";"Females";"50-66 years";3816
"K-1106 Haugesund";"Females";"67-79 years";2043
"K-1106 Haugesund";"Females";"80-89 years";751
"K-1106 Haugesund";"Females";"90 years or older";239
"K-1108 Sandnes";"Males";"0-17 years";10092
"K-1108 Sandnes";"Males";"18-49 years";18534
"K-1108 Sandnes";"Males";"50-66 years";7763
"K-1108 Sandnes";"Males";"67-79 years";3191
"K-1108 Sandnes";"Males";"80-89 years";801
"K-1108 Sandnes";"Males";"90 years or older";124
"K-1108 Sandnes";"Females";"0-17 years";9559
"K-1108 Sandnes";"Females";"18-49 years";17382
"K-1108 Sandnes";"Females";"50-66 years";7366
"K-1108 Sandnes";"Females";"67-79 years";3327
"K-1108 Sandnes";"Females";"80-89 years";1100
"K-1108 Sandnes";"Females";"90 years or older";298
"K-1111 Sokndal";"Males";"0-17 years";378
"K-1111 Sokndal";"Males";"18-49 years";613
"K-1111 Sokndal";"Males";"50-66 years";401
"K-1111 Sokndal";"Males";"67-79 years";198
"K-1111 Sokndal";"Males";"80-89 years";51
"K-1111 Sokndal";"Males";"90 years or older";12
"K-1111 Sokndal";"Females";"0-17 years";376
"K-1111 Sokndal";"Females";"18-49 years";584
"K-1111 Sokndal";"Females";"50-66 years";345
"K-1111 Sokndal";"Females";"67-79 years";199
"K-1111 Sokndal";"Females";"80-89 years";92
"K-1111 Sokndal";"Females";"90 years or older";31
"K-1112 Lund";"Males";"0-17 years";396
"K-1112 Lund";"Males";"18-49 years";614
"K-1112 Lund";"Males";"50-66 years";357
"K-1112 Lund";"Males";"67-79 years";172
"K-1112 Lund";"Males";"80-89 years";60
"K-1112 Lund";"Males";"90 years or older";11
"K-1112 Lund";"Females";"0-17 years";358
"K-1112 Lund";"Females";"18-49 years";605
"K-1112 Lund";"Females";"50-66 years";350
"K-1112 Lund";"Females";"67-79 years";185
"K-1112 Lund";"Females";"80-89 years";72
"K-1112 Lund";"Females";"90 years or older";22
"K-1114 Bjerkreim";"Males";"0-17 years";369
"K-1114 Bjerkreim";"Males";"18-49 years";564
"K-1114 Bjerkreim";"Males";"50-66 years";312
"K-1114 Bjerkreim";"Males";"67-79 years";156
"K-1114 Bjerkreim";"Males";"80-89 years";33
"K-1114 Bjerkreim";"Males";"90 years or older";4
"K-1114 Bjerkreim";"Females";"0-17 years";358
"K-1114 Bjerkreim";"Females";"18-49 years";528
"K-1114 Bjerkreim";"Females";"50-66 years";288
"K-1114 Bjerkreim";"Females";"67-79 years";125
"K-1114 Bjerkreim";"Females";"80-89 years";39
"K-1114 Bjerkreim";"Females";"90 years or older";11
"K-1119 H?";"Males";"0-17 years";2543
"K-1119 H?";"Males";"18-49 years";4241
"K-1119 H?";"Males";"50-66 years";1832
"K-1119 H?";"Males";"67-79 years";846
"K-1119 H?";"Males";"80-89 years";259
"K-1119 H?";"Males";"90 years or older";39
"K-1119 H?";"Females";"0-17 years";2459
"K-1119 H?";"Females";"18-49 years";3865
"K-1119 H?";"Females";"50-66 years";1679
"K-1119 H?";"Females";"67-79 years";874
"K-1119 H?";"Females";"80-89 years";280
"K-1119 H?";"Females";"90 years or older";74
"K-1120 Klepp";"Males";"0-17 years";2526
"K-1120 Klepp";"Males";"18-49 years";4528
"K-1120 Klepp";"Males";"50-66 years";1897
"K-1120 Klepp";"Males";"67-79 years";870
"K-1120 Klepp";"Males";"80-89 years";220
"K-1120 Klepp";"Males";"90 years or older";23
"K-1120 Klepp";"Females";"0-17 years";2373
"K-1120 Klepp";"Females";"18-49 years";4234
"K-1120 Klepp";"Females";"50-66 years";1710
"K-1120 Klepp";"Females";"67-79 years";869
"K-1120 Klepp";"Females";"80-89 years";276
"K-1120 Klepp";"Females";"90 years or older";62
"K-1121 Time";"Males";"0-17 years";2392
"K-1121 Time";"Males";"18-49 years";4312
"K-1121 Time";"Males";"50-66 years";1867
"K-1121 Time";"Males";"67-79 years";811
"K-1121 Time";"Males";"80-89 years";239
"K-1121 Time";"Males";"90 years or older";34
"K-1121 Time";"Females";"0-17 years";2286
"K-1121 Time";"Females";"18-49 years";3929
"K-1121 Time";"Females";"50-66 years";1801
"K-1121 Time";"Females";"67-79 years";857
"K-1121 Time";"Females";"80-89 years";317
"K-1121 Time";"Females";"90 years or older";71
"K-1122 Gjesdal";"Males";"0-17 years";1581
"K-1122 Gjesdal";"Males";"18-49 years";2738
"K-1122 Gjesdal";"Males";"50-66 years";1205
"K-1122 Gjesdal";"Males";"67-79 years";459
"K-1122 Gjesdal";"Males";"80-89 years";98
"K-1122 Gjesdal";"Males";"90 years or older";10
"K-1122 Gjesdal";"Females";"0-17 years";1600
"K-1122 Gjesdal";"Females";"18-49 years";2563
"K-1122 Gjesdal";"Females";"50-66 years";1129
"K-1122 Gjesdal";"Females";"67-79 years";448
"K-1122 Gjesdal";"Females";"80-89 years";137
"K-1122 Gjesdal";"Females";"90 years or older";34
"K-1124 Sola";"Males";"0-17 years";3404
"K-1124 Sola";"Males";"18-49 years";6301
"K-1124 Sola";"Males";"50-66 years";2777
"K-1124 Sola";"Males";"67-79 years";1122
"K-1124 Sola";"Males";"80-89 years";309
"K-1124 Sola";"Males";"90 years or older";49
"K-1124 Sola";"Females";"0-17 years";3279
"K-1124 Sola";"Females";"18-49 years";5759
"K-1124 Sola";"Females";"50-66 years";2538
"K-1124 Sola";"Females";"67-79 years";1096
"K-1124 Sola";"Females";"80-89 years";403
"K-1124 Sola";"Females";"90 years or older";116
"K-1127 Randaberg";"Males";"0-17 years";1410
"K-1127 Randaberg";"Males";"18-49 years";2383
"K-1127 Randaberg";"Males";"50-66 years";1200
"K-1127 Randaberg";"Males";"67-79 years";490
"K-1127 Randaberg";"Males";"80-89 years";167
"K-1127 Randaberg";"Males";"90 years or older";17
"K-1127 Randaberg";"Females";"0-17 years";1343
"K-1127 Randaberg";"Females";"18-49 years";2302
"K-1127 Randaberg";"Females";"50-66 years";1121
"K-1127 Randaberg";"Females";"67-79 years";553
"K-1127 Randaberg";"Females";"80-89 years";186
"K-1127 Randaberg";"Females";"90 years or older";49
"K-1130 Strand";"Males";"0-17 years";1674
"K-1130 Strand";"Males";"18-49 years";2793
"K-1130 Strand";"Males";"50-66 years";1244
"K-1130 Strand";"Males";"67-79 years";662
"K-1130 Strand";"Males";"80-89 years";196
"K-1130 Strand";"Males";"90 years or older";29
"K-1130 Strand";"Females";"0-17 years";1572
"K-1130 Strand";"Females";"18-49 years";2623
"K-1130 Strand";"Females";"50-66 years";1203
"K-1130 Strand";"Females";"67-79 years";651
"K-1130 Strand";"Females";"80-89 years";256
"K-1130 Strand";"Females";"90 years or older";65
"K-1133 Hjelmeland";"Males";"0-17 years";310
"K-1133 Hjelmeland";"Males";"18-49 years";485
"K-1133 Hjelmeland";"Males";"50-66 years";296
"K-1133 Hjelmeland";"Males";"67-79 years";173
"K-1133 Hjelmeland";"Males";"80-89 years";47
"K-1133 Hjelmeland";"Males";"90 years or older";10
"K-1133 Hjelmeland";"Females";"0-17 years";301
"K-1133 Hjelmeland";"Females";"18-49 years";431
"K-1133 Hjelmeland";"Females";"50-66 years";265
"K-1133 Hjelmeland";"Females";"67-79 years";179
"K-1133 Hjelmeland";"Females";"80-89 years";58
"K-1133 Hjelmeland";"Females";"90 years or older";19
"K-1134 Suldal";"Males";"0-17 years";426
"K-1134 Suldal";"Males";"18-49 years";700
"K-1134 Suldal";"Males";"50-66 years";446
"K-1134 Suldal";"Males";"67-79 years";248
"K-1134 Suldal";"Males";"80-89 years";78
"K-1134 Suldal";"Males";"90 years or older";11
"K-1134 Suldal";"Females";"0-17 years";441
"K-1134 Suldal";"Females";"18-49 years";665
"K-1134 Suldal";"Females";"50-66 years";412
"K-1134 Suldal";"Females";"67-79 years";263
"K-1134 Suldal";"Females";"80-89 years";94
"K-1134 Suldal";"Females";"90 years or older";20
"K-1135 Sauda";"Males";"0-17 years";479
"K-1135 Sauda";"Males";"18-49 years";857
"K-1135 Sauda";"Males";"50-66 years";558
"K-1135 Sauda";"Males";"67-79 years";259
"K-1135 Sauda";"Males";"80-89 years";116
"K-1135 Sauda";"Males";"90 years or older";23
"K-1135 Sauda";"Females";"0-17 years";480
"K-1135 Sauda";"Females";"18-49 years";822
"K-1135 Sauda";"Females";"50-66 years";521
"K-1135 Sauda";"Females";"67-79 years";280
"K-1135 Sauda";"Females";"80-89 years";161
"K-1135 Sauda";"Females";"90 years or older";39
"K-1144 Kvits?y";"Males";"0-17 years";54
"K-1144 Kvits?y";"Males";"18-49 years";91
"K-1144 Kvits?y";"Males";"50-66 years";70
"K-1144 Kvits?y";"Males";"67-79 years";35
"K-1144 Kvits?y";"Males";"80-89 years";15
"K-1144 Kvits?y";"Males";"90 years or older";4
"K-1144 Kvits?y";"Females";"0-17 years";50
"K-1144 Kvits?y";"Females";"18-49 years";81
"K-1144 Kvits?y";"Females";"50-66 years";64
"K-1144 Kvits?y";"Females";"67-79 years";30
"K-1144 Kvits?y";"Females";"80-89 years";18
"K-1144 Kvits?y";"Females";"90 years or older";5
"K-1145 Bokn";"Males";"0-17 years";97
"K-1145 Bokn";"Males";"18-49 years";162
"K-1145 Bokn";"Males";"50-66 years";105
"K-1145 Bokn";"Males";"67-79 years";56
"K-1145 Bokn";"Males";"80-89 years";18
"K-1145 Bokn";"Males";"90 years or older";3
"K-1145 Bokn";"Females";"0-17 years";81
"K-1145 Bokn";"Females";"18-49 years";163
"K-1145 Bokn";"Females";"50-66 years";77
"K-1145 Bokn";"Females";"67-79 years";53
"K-1145 Bokn";"Females";"80-89 years";29
"K-1145 Bokn";"Females";"90 years or older";8
"K-1146 Tysv?r";"Males";"0-17 years";1418
"K-1146 Tysv?r";"Males";"18-49 years";2354
"K-1146 Tysv?r";"Males";"50-66 years";1085
"K-1146 Tysv?r";"Males";"67-79 years";602
"K-1146 Tysv?r";"Males";"80-89 years";160
"K-1146 Tysv?r";"Males";"90 years or older";20
"K-1146 Tysv?r";"Females";"0-17 years";1427
"K-1146 Tysv?r";"Females";"18-49 years";2156
"K-1146 Tysv?r";"Females";"50-66 years";1008
"K-1146 Tysv?r";"Females";"67-79 years";618
"K-1146 Tysv?r";"Females";"80-89 years";170
"K-1146 Tysv?r";"Females";"90 years or older";47
"K-1149 Karm?y";"Males";"0-17 years";5046
"K-1149 Karm?y";"Males";"18-49 years";8851
"K-1149 Karm?y";"Males";"50-66 years";4513
"K-1149 Karm?y";"Males";"67-79 years";2256
"K-1149 Karm?y";"Males";"80-89 years";643
"K-1149 Karm?y";"Males";"90 years or older";88
"K-1149 Karm?y";"Females";"0-17 years";4759
"K-1149 Karm?y";"Females";"18-49 years";8437
"K-1149 Karm?y";"Females";"50-66 years";4168
"K-1149 Karm?y";"Females";"67-79 years";2379
"K-1149 Karm?y";"Females";"80-89 years";818
"K-1149 Karm?y";"Females";"90 years or older";228
"K-1151 Utsira";"Males";"0-17 years";25
"K-1151 Utsira";"Males";"18-49 years";38
"K-1151 Utsira";"Males";"50-66 years";28
"K-1151 Utsira";"Males";"67-79 years";12
"K-1151 Utsira";"Males";"80-89 years";4
"K-1151 Utsira";"Males";"90 years or older";2
"K-1151 Utsira";"Females";"0-17 years";15
"K-1151 Utsira";"Females";"18-49 years";34
"K-1151 Utsira";"Females";"50-66 years";22
"K-1151 Utsira";"Females";"67-79 years";13
"K-1151 Utsira";"Females";"80-89 years";5
"K-1151 Utsira";"Females";"90 years or older";0
"K-1160 Vindafjord";"Males";"0-17 years";971
"K-1160 Vindafjord";"Males";"18-49 years";1871
"K-1160 Vindafjord";"Males";"50-66 years";1006
"K-1160 Vindafjord";"Males";"67-79 years";480
"K-1160 Vindafjord";"Males";"80-89 years";150
"K-1160 Vindafjord";"Males";"90 years or older";29
"K-1160 Vindafjord";"Females";"0-17 years";985
"K-1160 Vindafjord";"Females";"18-49 years";1616
"K-1160 Vindafjord";"Females";"50-66 years";877
"K-1160 Vindafjord";"Females";"67-79 years";456
"K-1160 Vindafjord";"Females";"80-89 years";203
"K-1160 Vindafjord";"Females";"90 years or older";70
"K-4601 Bergen";"Males";"0-17 years";28735
"K-4601 Bergen";"Males";"18-49 years";68843
"K-4601 Bergen";"Males";"50-66 years";27874
"K-4601 Bergen";"Males";"67-79 years";12920
"K-4601 Bergen";"Males";"80-89 years";3782
"K-4601 Bergen";"Males";"90 years or older";717
"K-4601 Bergen";"Females";"0-17 years";27391
"K-4601 Bergen";"Females";"18-49 years";64645
"K-4601 Bergen";"Females";"50-66 years";27131
"K-4601 Bergen";"Females";"67-79 years";14313
"K-4601 Bergen";"Females";"80-89 years";5779
"K-4601 Bergen";"Females";"90 years or older";1799
"K-4602 Kinn";"Males";"0-17 years";1915
"K-4602 Kinn";"Males";"18-49 years";3568
"K-4602 Kinn";"Males";"50-66 years";2034
"K-4602 Kinn";"Males";"67-79 years";1018
"K-4602 Kinn";"Males";"80-89 years";256
"K-4602 Kinn";"Males";"90 years or older";44
"K-4602 Kinn";"Females";"0-17 years";1847
"K-4602 Kinn";"Females";"18-49 years";3193
"K-4602 Kinn";"Females";"50-66 years";1872
"K-4602 Kinn";"Females";"67-79 years";941
"K-4602 Kinn";"Females";"80-89 years";395
"K-4602 Kinn";"Females";"90 years or older";124
"K-4611 Etne";"Males";"0-17 years";476
"K-4611 Etne";"Males";"18-49 years";827
"K-4611 Etne";"Males";"50-66 years";450
"K-4611 Etne";"Males";"67-79 years";258
"K-4611 Etne";"Males";"80-89 years";91
"K-4611 Etne";"Males";"90 years or older";20
"K-4611 Etne";"Females";"0-17 years";444
"K-4611 Etne";"Females";"18-49 years";694
"K-4611 Etne";"Females";"50-66 years";415
"K-4611 Etne";"Females";"67-79 years";260
"K-4611 Etne";"Females";"80-89 years";84
"K-4611 Etne";"Females";"90 years or older";43
"K-4612 Sveio";"Males";"0-17 years";749
"K-4612 Sveio";"Males";"18-49 years";1251
"K-4612 Sveio";"Males";"50-66 years";590
"K-4612 Sveio";"Males";"67-79 years";342
"K-4612 Sveio";"Males";"80-89 years";70
"K-4612 Sveio";"Males";"90 years or older";14
"K-4612 Sveio";"Females";"0-17 years";675
"K-4612 Sveio";"Females";"18-49 years";1104
"K-4612 Sveio";"Females";"50-66 years";538
"K-4612 Sveio";"Females";"67-79 years";310
"K-4612 Sveio";"Females";"80-89 years";100
"K-4612 Sveio";"Females";"90 years or older";23
